prefijo apollo1 apollo2 plataforma area inicio fin codcentral tecliente central
158338 *8443 *8143 HC6 0241 1583387551 1583387699 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583387700 1583387999 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583388000 1583388199 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583388300 1583388699 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583388700 1583389199 VAL PREPAGO TDMA Valencia
158338 *8443 *8143 HC6 0241 1583389500 1583389999 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583390000 1583390199 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583392200 1583397199 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583397200 1583397249 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583397250 1583397686 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583397687 1583397936 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583397937 1583398199 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583398200 1583398376 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583398377 1583398377 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583398378 1583398687 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583398688 1583398699 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583398700 1583399499 VAL PREPAGO TDMA Valencia
158339 *8443 *8143 HC6 0241 1583399600 1583399999 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583400000 1583400996 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583400997 1583400999 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583401000 1583402699 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583402700 1583404364 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583404365 1583404599 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583404600 1583405399 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583405400 1583405899 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583406000 1583406799 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583407000 1583407199 VAL PREPAGO TDMA Valencia
158340 *8443 *8143 HC6 0241 1583409000 1583409199 VAL PREPAGO TDMA Valencia
158341 *8443 *8143 HC6 0243 1583415200 1583415433 VAL PREPAGO TDMA Maracay
158341 *8443 *8143 HC6 0243 1583415434 1583415434 VAL PREPAGO TDMA Maracay
158341 *8443 *8143 HC6 0243 1583415435 1583415996 VAL PREPAGO TDMA Maracay
158341 *8443 *8143 HC6 0243 1583415997 1583415999 VAL PREPAGO TDMA Maracay
158341 *8443 *8143 HC6 0243 1583416000 1583419999 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583420000 1583423499 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583423500 1583424309 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583424310 1583425802 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583425803 1583425803 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583425804 1583425804 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583425805 1583425805 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583425806 1583425809 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583425810 1583425899 VAL PREPAGO TDMA Maracay
158342 *8443 *8143 HC6 0243 1583426000 1583429999 VAL PREPAGO TDMA Maracay
158343 *8443 *8143 HC6 0243 1583430000 1583433499 VAL PREPAGO TDMA Maracay
158343 *8443 *8143 HC6 0243 1583433500 1583434999 VAL PREPAGO TDMA Maracay
158343 *8443 *8143 HC6 0243 1583435000 1583436499 VAL PREPAGO TDMA Maracay
158343 *8443 *8143 HC6 0243 1583436500 1583437999 VAL PREPAGO TDMA Maracay
158346 *8443 *8143 HC6 0241 1583465200 1583469999 VAL PREPAGO TDMA Valencia
158347 *8443 *8143 HC6 0241 1583470000 1583479999 VAL PREPAGO TDMA Valencia
158348 *8443 *8143 HC6 0241 1583480000 1583480199 VAL PREPAGO TDMA Valencia
158348 *8443 *8143 HC6 0241 1583480200 1583480969 VAL PREPAGO TDMA Valencia
158348 *8443 *8143 HC6 0241 1583480970 1583480999 VAL PREPAGO TDMA Valencia
158348 *8443 *8143 HC6 0241 1583481000 1583481399 VAL PREPAGO TDMA Valencia
158348 *8443 *8143 HC6 0241 1583482000 1583482731 VAL PREPAGO TDMA Valencia
158348 *8443 *8143 HC6 0241 1583483000 1583483499 VAL PREPAGO TDMA Valencia
158348 *8443 *8143 HC6 0241 1583488200 1583489999 VAL PREPAGO TDMA Valencia
158349 *8443 *8143 HC6 0241 1583490000 1583496199 VAL PREPAGO TDMA Valencia
158350 *8452 *8152 HC6 0251 1583500000 1583509263 BTO PREPAGO TDMA Barquisimeto
158350 *8452 *8152 HC6 0251 1583509264 1583509264 BTO PREPAGO TDMA Barquisimeto
158350 *8452 *8152 HC6 0251 1583509265 1583509999 BTO PREPAGO TDMA Barquisimeto
158351 *8452 *8152 HC6 0251 1583510000 1583519179 BTO PREPAGO TDMA Barquisimeto
158351 *8452 *8152 HC6 0251 1583519180 1583519180 BTO PREPAGO TDMA Barquisimeto
158351 *8452 *8152 HC6 0251 1583519181 1583519973 BTO PREPAGO TDMA Barquisimeto
158351 *8452 *8152 HC6 0251 1583519974 1583519999 BTO PREPAGO TDMA Barquisimeto
158352 *8452 *8152 HC6 0251 1583520000 1583539999 BTO PREPAGO TDMA Barquisimeto
158353 *8452 *8152 HC6 0251 1583520000 1583539999 BTO PREPAGO TDMA Barquisimeto
158354 *8452 *8152 HC6 0251 1583540000 1583549999 BTO PREPAGO TDMA Barquisimeto
158355 *8452 *8152 HC6 0251 1583550000 1583559999 BTO PREPAGO TDMA Barquisimeto
158356 *8452 *8152 HC6 0251 1583560000 1583565999 BTO PREPAGO TDMA Barquisimeto
158357 *8452 *8152 HC6 0251 1583572100 1583574999 BTO PREPAGO TDMA Barquisimeto
158357 *8452 *8152 HC6 0251 1583575000 1583577999 BTO PREPAGO TDMA Barquisimeto
158357 *8452 *8152 HC6 0251 1583579000 1583579765 BTO PREPAGO TDMA Barquisimeto
158357 *8452 *8152 HC6 0251 1583579766 1583579766 BTO PREPAGO TDMA Barquisimeto
158357 *8452 *8152 HC6 0251 1583579767 1583579985 BTO PREPAGO TDMA Barquisimeto
158357 *8452 *8152 HC6 0251 1583579986 1583579999 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583580000 1583581599 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583581600 1583581669 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583581670 1583581989 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583581990 1583582499 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583582500 1583582669 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583582670 1583582999 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583585000 1583585999 BTO PREPAGO TDMA Barquisimeto
158358 *8452 *8152 HC6 0251 1583589500 1583592499 BTO PREPAGO TDMA Barquisimeto
158359 *8452 *8152 HC6 0251 1583589500 1583592499 BTO PREPAGO TDMA Barquisimeto
158359 *8452 *8152 HC6 0251 1583594500 1583597499 BTO PREPAGO TDMA Barquisimeto
158359 *8452 *8152 HC6 0251 1583597500 1583599999 BTO PREPAGO TDMA Barquisimeto
158360 *8462 *8162 HC6 0261 1583600900 1583601999 MAR PREPAGO TDMA Maracaibo
158360 *8462 *8162 HC6 0261 1583604000 1583606819 MAR PREPAGO TDMA Maracaibo
158360 *8462 *8162 HC6 0261 1583606820 1583607813 MAR PREPAGO TDMA Maracaibo
158360 *8462 *8162 HC6 0261 1583607814 1583608999 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583610000 1583610399 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583611500 1583611999 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583612000 1583612149 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583616000 1583617575 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583617576 1583617576 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583617577 1583617989 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583617990 1583617999 MAR PREPAGO TDMA Maracaibo
158361 *8462 *8162 HC6 0261 1583618000 1583619656 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583620000 1583620999 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583624000 1583625299 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583625300 1583625499 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583625500 1583625579 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583625580 1583625999 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626000 1583626415 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626416 1583626416 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626417 1583626434 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626435 1583626474 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626475 1583626494 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626495 1583626499 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626500 1583626554 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583626555 1583626999 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583627000 1583627513 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583627514 1583627514 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583627515 1583627524 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583627525 1583627549 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583627550 1583627709 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583627710 1583627999 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583628000 1583629709 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583629710 1583629710 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583629711 1583629941 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583629942 1583629942 MAR PREPAGO TDMA Maracaibo
158362 *8462 *8162 HC6 0261 1583629943 1583629999 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583630000 1583630619 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583630620 1583630802 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583630803 1583630817 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583630818 1583630999 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583631000 1583631047 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583631048 1583631060 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583631061 1583631195 MAR PREPAGO TDMA Maracaibo
158363 *8462 *8162 HC6 0261 1583632000 1583639999 MAR PREPAGO TDMA Maracaibo
158364 *8462 *8162 HC6 0261 1583640000 1583649999 MAR PREPAGO TDMA Maracaibo
158365 *8462 *8162 HC6 0261 1583650000 1583658999 MAR PREPAGO TDMA Maracaibo
158365 *8462 *8162 HC6 0261 1583659000 1583659999 MAR PREPAGO TDMA Maracaibo
158366 *8462 *8162 HC6 0261 1583660000 1583666999 MAR PREPAGO TDMA Maracaibo
158366 *8462 *8162 HC6 0261 1583667000 1583667999 MAR PREPAGO TDMA Maracaibo
158366 *8462 *8162 HC6 0261 1583668000 1583669999 MAR PREPAGO TDMA Maracaibo
158367 *8462 *8162 HC6 0261 1583670000 1583679999 MAR PREPAGO TDMA Maracaibo
158368 *8462 *8162 HC6 0261 1583680000 1583683839 MAR PREPAGO TDMA Maracaibo
158368 *8462 *8162 HC6 0261 1583683840 1583688999 MAR PREPAGO TDMA Maracaibo
158368 *8462 *8162 HC6 0261 1583689000 1583689999 MAR PREPAGO TDMA Maracaibo
158369 *8462 *8162 HC6 0261 1583690000 1583691999 MAR PREPAGO TDMA Maracaibo
158369 *8462 *8162 HC6 0261 1583694000 1583698499 MAR PREPAGO TDMA Maracaibo
158370 *8472 *8172 HC6 0276 1583700000 1583703999 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583704000 1583705445 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583705446 1583705447 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583705448 1583705577 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583705578 1583705585 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583706000 1583706979 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583706980 1583706999 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583707000 1583707999 SCR PREPAGO TDMA SanCristobal
158370 *8472 *8172 HC6 0276 1583708000 1583709999 SCR PREPAGO TDMA SanCristobal
158371 *8472 *8172 HC6 0276 1583710000 1583711968 SCR PREPAGO TDMA SanCristobal
158371 *8472 *8172 HC6 0276 1583711969 1583711999 SCR PREPAGO TDMA SanCristobal
158371 *8472 *8172 HC6 0276 1583712000 1583719999 SCR PREPAGO TDMA SanCristobal
158372 *8472 *8172 HC6 0276 1583720000 1583729999 SCR PREPAGO TDMA SanCristobal
158373 *8472 *8172 HC6 0276 1583730000 1583739999 SCR PREPAGO TDMA SanCristobal
158374 *8472 *8172 HC6 0276 1583740000 1583742699 SCR PREPAGO TDMA SanCristobal
158374 *8472 *8172 HC6 0276 1583742700 1583744949 SCR PREPAGO TDMA SanCristobal
158374 *8472 *8172 HC6 0276 1583744950 1583748949 SCR PREPAGO TDMA SanCristobal
158374 *8472 *8172 HC6 0276 1583748950 1583748999 SCR PREPAGO TDMA SanCristobal
158374 *8472 *8172 HC6 0276 1583749000 1583749999 SCR PREPAGO TDMA SanCristobal
158375 *8472 *8172 HC6 0276 1583750000 1583753999 SCR PREPAGO TDMA SanCristobal
158375 *8472 *8172 HC6 0276 1583757000 1583757999 SCR PREPAGO TDMA SanCristobal
158376 *8472 *8172 HC6 0276 1583763000 1583767999 SCR PREPAGO TDMA SanCristobal
158376 *8472 *8172 HC6 0276 1583768100 1583772099 SCR PREPAGO TDMA SanCristobal
158377 *8472 *8172 HC6 0276 1583768100 1583772099 SCR PREPAGO TDMA SanCristobal
158377 *8472 *8172 HC6 0276 1583772100 1583774999 SCR PREPAGO TDMA SanCristobal
158377 *8472 *8172 HC6 0276 1583778000 1583779999 SCR PREPAGO TDMA SanCristobal
158378 *8472 *8172 HC6 0276 1583780000 1583785999 SCR PREPAGO TDMA SanCristobal
158378 *8472 *8172 HC6 0276 1583786000 1583786999 SCR PREPAGO TDMA SanCristobal
158378 *8472 *8172 HC6 0276 1583787000 1583787799 SCR PREPAGO TDMA SanCristobal
158378 *8472 *8172 HC6 0276 1583789000 1583789999 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583790000 1583791736 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583791737 1583791737 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583791738 1583791887 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583791888 1583794886 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583794887 1583796449 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583796450 1583796849 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583796850 1583797999 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583798000 1583798499 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583798500 1583798549 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583798550 1583798699 SCR PREPAGO TDMA SanCristobal
158379 *8472 *8172 HC6 0276 1583799500 1583799549 SCR PREPAGO TDMA SanCristobal
158380 *8482 *8182 HC6 0281 1583800000 1583803885 LCH PREPAGO TDMA PuertoLaCruz
158380 *8482 *8182 HC6 0281 1583803886 1583803886 LCH PREPAGO TDMA PuertoLaCruz
158380 *8482 *8182 HC6 0281 1583803887 1583803887 LCH PREPAGO TDMA PuertoLaCruz
158380 *8482 *8182 HC6 0281 1583803888 1583803888 LCH PREPAGO TDMA PuertoLaCruz
158380 *8482 *8182 HC6 0281 1583803889 1583804388 LCH PREPAGO TDMA PuertoLaCruz
158381 *8482 *8182 HC6 0281 1583810000 1583815999 LCH PREPAGO TDMA PuertoLaCruz
158386 *8482 *8182 HC6 0281 1583868000 1583868499 LCH PREPAGO TDMA PuertoLaCruz
158386 *8482 *8182 HC6 0281 1583868600 1583869099 LCH PREPAGO TDMA PuertoLaCruz
158387 *8482 *8182 HC6 0281 1583870000 1583870999 LCH PREPAGO TDMA PuertoLaCruz
158387 *8482 *8182 HC6 0281 1583871000 1583874849 LCH PREPAGO TDMA PuertoLaCruz
158387 *8482 *8182 HC6 0281 1583874850 1583874854 LCH PREPAGO TDMA PuertoLaCruz
158387 *8482 *8182 HC6 0281 1583874855 1583874999 LCH PREPAGO TDMA PuertoLaCruz
158387 *8482 *8182 HC6 0281 1583875000 1583879999 LCH PREPAGO TDMA PuertoLaCruz
158388 *8492 *8192 HC6 0286 1583880000 1583882999 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583883000 1583883919 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583883920 1583883961 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583883963 1583883978 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583883980 1583884247 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583884249 1583884284 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583884286 1583885092 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885094 1583885176 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885178 1583885244 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885246 1583885309 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885311 1583885399 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885484 1583885484 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885487 1583885487 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885496 1583885496 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885796 1583885796 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885899 1583885899 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583885967 1583885967 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583886109 1583886109 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583886292 1583886292 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583886956 1583886989 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583886990 1583886998 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583886999 1583886999 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583887100 1583888099 PTO PREPAGO TDMA PuertoOrdaz
158388 *8492 *8192 HC6 0286 1583888600 1583889099 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583894100 1583894699 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583898000 1583899650 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583899651 1583899651 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583899652 1583899833 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583899834 1583899834 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583899835 1583899913 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583899914 1583899914 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583899915 1583899979 PTO PREPAGO TDMA PuertoOrdaz
158389 *8492 *8192 HC6 0286 1583899980 1583899999 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583900000 1583901920 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583901921 1583901921 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583901922 1583906016 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583906017 1583906017 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583906018 1583906987 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583906988 1583906999 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583907000 1583908649 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583908650 1583908999 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583909000 1583909979 PTO PREPAGO TDMA PuertoOrdaz
158390 *8492 *8192 HC6 0286 1583909980 1583909999 PTO PREPAGO TDMA PuertoOrdaz
158391 *8492 *8192 HC6 0286 1583910000 1583911003 PTO PREPAGO TDMA PuertoOrdaz
158391 *8492 *8192 HC6 0286 1583911004 1583911073 PTO PREPAGO TDMA PuertoOrdaz
158391 *8492 *8192 HC6 0286 1583911074 1583911479 PTO PREPAGO TDMA PuertoOrdaz
158391 *8492 *8192 HC6 0286 1583911480 1583911499 PTO PREPAGO TDMA PuertoOrdaz
158394 *8492 *8192 HC6 0286 1583947000 1583947199 PTO PREPAGO TDMA PuertoOrdaz
158395 *8492 *8192 HC6 0286 1583951000 1583959999 PTO PREPAGO TDMA PuertoOrdaz
158396 *8492 *8192 HC6 0286 1583960000 1583963799 PTO PREPAGO TDMA PuertoOrdaz
158396 *8492 *8192 HC6 0286 1583963800 1583963999 PTO PREPAGO TDMA PuertoOrdaz
158396 *8492 *8192 HC6 0286 1583964000 1583968499 PTO PREPAGO TDMA PuertoOrdaz
158396 *8492 *8192 HC6 0286 1583968500 1583968999 PTO PREPAGO TDMA PuertoOrdaz
158396 *8492 *8192 HC6 0286 1583969000 1583969599 PTO PREPAGO TDMA PuertoOrdaz
158396 *8492 *8192 HC6 0286 1583969600 1583969999 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583970000 1583971399 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583971400 1583972999 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583973000 1583973699 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583973700 1583973999 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583974000 1583975514 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583975515 1583975999 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583976000 1583976899 PTO PREPAGO TDMA PuertoOrdaz
158397 *8492 *8192 HC6 0286 1583977000 1583977349 PTO PREPAGO TDMA PuertoOrdaz
158398 *8482 *8182 HC6 0295 1583981000 1583986598 LCH PREPAGO TDMA Porlamar
158398 *8482 *8182 HC6 0295 1583986599 1583987999 LCH PREPAGO TDMA Porlamar
158398 *8482 *8182 HC6 0295 1583988000 1583989999 LCH PREPAGO TDMA Porlamar
158399 *8482 *8182 HC6 0295 1583993100 1583994099 LCH PREPAGO TDMA Porlamar
158400 *8432 *8132 HC6 0212 1584000000 1584000475 CCS PREPAGO TDMA Caracas
158400 *8432 *8132 HC6 0212 1584000476 1584000476 CCS PREPAGO TDMA Caracas
158400 *8432 *8132 HC6 0212 1584000477 1584000999 CCS PREPAGO TDMA Caracas
158400 *8432 *8132 HC6 0212 1584004000 1584008039 CCS PREPAGO TDMA Caracas
158400 *8432 *8132 HC6 0212 1584008040 1584008042 CCS PREPAGO TDMA Caracas
158400 *8432 *8132 HC6 0212 1584008043 1584008044 CCS PREPAGO TDMA Caracas
158400 *8432 *8132 HC6 0212 1584008045 1584008045 CCS PREPAGO TDMA Caracas
158400 *8432 *8132 HC6 0212 1584008046 1584009999 CCS PREPAGO TDMA Caracas
158401 *8432 *8132 HC6 0212 1584010000 1584019999 CCS PREPAGO TDMA Caracas
158402 *8432 *8132 HC6 0212 1584020000 1584029999 CCS PREPAGO TDMA Caracas
158403 *8432 *8132 HC6 0212 1584030000 1584039999 CCS PREPAGO TDMA Caracas
158404 *8432 *8132 HC6 0212 1584040000 1584040684 CCS PREPAGO TDMA Caracas
158404 *8432 *8132 HC6 0212 1584040685 1584040685 CCS PREPAGO TDMA Caracas
158404 *8432 *8132 HC6 0212 1584040686 1584040999 CCS PREPAGO TDMA Caracas
158404 *8432 *8132 HC6 0212 1584041000 1584049999 CCS PREPAGO TDMA Caracas
158405 *8432 *8132 HC6 0212 1584050000 1584059999 CCS PREPAGO TDMA Caracas
158406 *8432 *8132 HC6 0212 1584060000 1584069999 CCS PREPAGO TDMA Caracas
158407 *8432 *8132 HC6 0212 1584070000 1584079999 CCS PREPAGO TDMA Caracas
158408 *8432 *8132 HC6 0212 1584080000 1584089999 CCS PREPAGO TDMA Caracas
158409 *8432 *8132 HC6 0212 1584090000 1584099825 CCS PREPAGO TDMA Caracas
158409 *8432 *8132 HC6 0212 1584099826 1584099826 CCS PREPAGO TDMA Caracas
158409 *8432 *8132 HC6 0212 1584099827 1584099994 CCS PREPAGO TDMA Caracas
158409 *8432 *8132 HC6 0212 1584099995 1584099999 CCS PREPAGO TDMA Caracas
158411 *8432 *8132 HC6 0212 1584110000 1584117999 CCS PREPAGO TDMA Caracas
